"package","afmfile","fontfile","FullName","FamilyName","FontName","Bold","Italic","Symbol","afmsymfile"
NA,"cambriai.afm.gz","C:\Windows\Fonts\cambriai.ttf","Cambria Italic","Cambria","Cambria-Italic",FALSE,TRUE,FALSE,NA
NA,"Candara.afm.gz","C:\Windows\Fonts\Candara.ttf","Candara","Candara","Candara",FALSE,FALSE,FALSE,NA
NA,"Candarab.afm.gz","C:\Windows\Fonts\Candarab.ttf","Candara Bold","Candara","Candara-Bold",TRUE,FALSE,FALSE,NA
NA,"Candaraz.afm.gz","C:\Windows\Fonts\Candaraz.ttf","Candara Bold Italic","Candara","Candara-BoldItalic",TRUE,TRUE,FALSE,NA
NA,"Candarai.afm.gz","C:\Windows\Fonts\Candarai.ttf","Candara Italic","Candara","Candara-Italic",FALSE,TRUE,FALSE,NA
NA,"Candaral.afm.gz","C:\Windows\Fonts\Candaral.ttf","Candara Light","Candara Light","Candara-Light",FALSE,FALSE,FALSE,NA
NA,"Candarali.afm.gz","C:\Windows\Fonts\Candarali.ttf","Candara Light Italic","Candara Light","Candara-LightItalic",FALSE,TRUE,FALSE,NA
NA,"CASTELAR.afm.gz","C:\Windows\Fonts\CASTELAR.TTF","Castellar","Castellar","Castellar",FALSE,FALSE,FALSE,NA
NA,"CENTAUR.afm.gz","C:\Windows\Fonts\CENTAUR.TTF","Centaur","Centaur","Centaur",FALSE,FALSE,FALSE,NA
NA,"CENTURY.afm.gz","C:\Windows\Fonts\CENTURY.TTF","Century","Century","Century",FALSE,FALSE,FALSE,NA
NA,"GOTHIC.afm.gz","C:\Windows\Fonts\GOTHIC.TTF","Century Gothic","Century Gothic","CenturyGothic",FALSE,FALSE,FALSE,NA
NA,"GOTHICB.afm.gz","C:\Windows\Fonts\GOTHICB.TTF","Century Gothic Bold","Century Gothic","CenturyGothic-Bold",TRUE,FALSE,FALSE,NA
NA,"GOTHICBI.afm.gz","C:\Windows\Fonts\GOTHICBI.TTF","Century Gothic Bold Italic","Century Gothic","CenturyGothic-BoldItalic",TRUE,TRUE,FALSE,NA
NA,"GOTHICI.afm.gz","C:\Windows\Fonts\GOTHICI.TTF","Century Gothic Italic","Century Gothic","CenturyGothic-Italic",FALSE,TRUE,FALSE,NA
NA,"CENSCBK.afm.gz","C:\Windows\Fonts\CENSCBK.TTF","Century Schoolbook","Century Schoolbook","CenturySchoolbook",FALSE,FALSE,FALSE,NA
NA,"SCHLBKB.afm.gz","C:\Windows\Fonts\SCHLBKB.TTF","Century Schoolbook Bold","Century Schoolbook","CenturySchoolbook-Bold",TRUE,FALSE,FALSE,NA
NA,"SCHLBKBI.afm.gz","C:\Windows\Fonts\SCHLBKBI.TTF","Century Schoolbook Bold Italic","Century Schoolbook","CenturySchoolbook-BoldItalic",TRUE,TRUE,FALSE,NA
NA,"SCHLBKI.afm.gz","C:\Windows\Fonts\SCHLBKI.TTF","Century Schoolbook Italic","Century Schoolbook","CenturySchoolbook-Italic",FALSE,TRUE,FALSE,NA
NA,"CHILLER.afm.gz","C:\Windows\Fonts\CHILLER.TTF","Chiller","Chiller","Chiller-Regular",FALSE,FALSE,FALSE,NA
NA,"COLONNA.afm.gz","C:\Windows\Fonts\COLONNA.TTF","Colonna MT","Colonna MT","ColonnaMT",FALSE,FALSE,FALSE,NA
NA,"comic.afm.gz","C:\Windows\Fonts\comic.ttf","Comic Sans MS","Comic Sans MS","ComicSansMS",FALSE,FALSE,FALSE,NA
NA,"comicbd.afm.gz","C:\Windows\Fonts\comicbd.ttf","Comic Sans MS Bold","Comic Sans MS","ComicSansMS-Bold",TRUE,FALSE,FALSE,NA
NA,"comicz.afm.gz","C:\Windows\Fonts\comicz.ttf","Comic Sans MS Bold Italic","Comic Sans MS","ComicSansMS-BoldItalic",TRUE,TRUE,FALSE,NA
NA,"comici.afm.gz","C:\Windows\Fonts\comici.ttf","Comic Sans MS Italic","Comic Sans MS","ComicSansMS-Italic",FALSE,TRUE,FALSE,NA
NA,"consola.afm.gz","C:\Windows\Fonts\consola.ttf","Consolas","Consolas","Consolas",FALSE,FALSE,FALSE,NA
NA,"consolab.afm.gz","C:\Windows\Fonts\consolab.ttf","Consolas Bold","Consolas","Consolas-Bold",TRUE,FALSE,FALSE,NA
NA,"consolaz.afm.gz","C:\Windows\Fonts\consolaz.ttf","Consolas Bold Italic","Consolas","Consolas-BoldItalic",TRUE,TRUE,FALSE,NA
NA,"consolai.afm.gz","C:\Windows\Fonts\consolai.ttf","Consolas Italic","Consolas","Consolas-Italic",FALSE,TRUE,FALSE,NA
NA,"constan.afm.gz","C:\Windows\Fonts\constan.ttf","Constantia","Constantia","Constantia",FALSE,FALSE,FALSE,NA
NA,"constanb.afm.gz","C:\Windows\Fonts\constanb.ttf","Constantia Bold","Constantia","Constantia-Bold",TRUE,FALSE,FALSE,NA
NA,"constanz.afm.gz","C:\Windows\Fonts\constanz.ttf","Constantia Bold Italic","Constantia","Constantia-BoldItalic",TRUE,TRUE,FALSE,NA
NA,"constani.afm.gz","C:\Windows\Fonts\constani.ttf","Constantia Italic","Constantia","Constantia-Italic",FALSE,TRUE,FALSE,NA
NA,"COOPBL.afm.gz","C:\Windows\Fonts\COOPBL.TTF","Cooper Black","Cooper Black","CooperBlack",FALSE,FALSE,FALSE,NA
NA,"COPRGTB.afm.gz","C:\Windows\Fonts\COPRGTB.TTF","Copperplate Gothic Bold","Copperplate Gothic Bold","CopperplateGothic-Bold",FALSE,FALSE,FALSE,NA
NA,"COPRGTL.afm.gz","C:\Windows\Fonts\COPRGTL.TTF","Copperplate Gothic Light","Copperplate Gothic Light","CopperplateGothic-Light",FALSE,FALSE,FALSE,NA
NA,"corbel.afm.gz","C:\Windows\Fonts\corbel.ttf","Corbel","Corbel","Corbel",FALSE,FALSE,FALSE,NA
NA,"corbelb.afm.gz","C:\Windows\Fonts\corbelb.ttf","Corbel Bold","Corbel","Corbel-Bold",TRUE,FALSE,FALSE,NA
NA,"corbelz.afm.gz","C:\Windows\Fonts\corbelz.ttf","Corbel Bold Italic","Corbel","Corbel-BoldItalic",TRUE,TRUE,FALSE,NA
NA,"corbeli.afm.gz","C:\Windows\Fonts\corbeli.ttf","Corbel Italic","Corbel","Corbel-Italic",FALSE,TRUE,FALSE,NA
NA,"corbell.afm.gz","C:\Windows\Fonts\corbell.ttf","Corbel Light","Corbel Light","CorbelLight",FALSE,FALSE,FALSE,NA
NA,"corbelli.afm.gz","C:\Windows\Fonts\corbelli.ttf","Corbel Light Italic","Corbel Light","CorbelLight-Italic",FALSE,TRUE,FALSE,NA
NA,"courbi.afm.gz","C:\Windows\Fonts\courbi.ttf","Courier New Bold Italic","Courier New","CourierNewPS-BoldItalicMT",TRUE,TRUE,FALSE,NA
NA,"courbd.afm.gz","C:\Windows\Fonts\courbd.ttf","Courier New Bold","Courier New","CourierNewPS-BoldMT",TRUE,FALSE,FALSE,NA
NA,"couri.afm.gz","C:\Windows\Fonts\couri.ttf","Courier New Italic","Courier New","CourierNewPS-ItalicMT",FALSE,TRUE,FALSE,NA
NA,"cour.afm.gz","C:\Windows\Fonts\cour.ttf","Courier New","Courier New","CourierNewPSMT",FALSE,FALSE,FALSE,NA
NA,"CURLZ___.afm.gz","C:\Windows\Fonts\CURLZ___.TTF","Curlz MT","Curlz MT","CurlzMT",FALSE,FALSE,FALSE,NA
NA,"david.afm.gz","C:\Windows\Fonts\david.ttf","David","David","David",FALSE,FALSE,FALSE,NA
NA,"davidbd.afm.gz","C:\Windows\Fonts\davidbd.ttf","David Bold","David","David-Bold",TRUE,FALSE,FALSE,NA
NA,"ebrima.afm.gz","C:\Windows\Fonts\ebrima.ttf","Ebrima","Ebrima","Ebrima",FALSE,FALSE,FALSE,NA
NA,"ebrimabd.afm.gz","C:\Windows\Fonts\ebrimabd.ttf","Ebrima Bold","Ebrima","Ebrima-Bold",TRUE,FALSE,FALSE,NA
NA,"ITCEDSCR.afm.gz","C:\Windows\Fonts\ITCEDSCR.TTF","Edwardian Script ITC","Edwardian Script ITC","EdwardianScriptITC",FALSE,FALSE,FALSE,NA
NA,"ELEPHNTI.afm.gz","C:\Windows\Fonts\ELEPHNTI.TTF","Elephant Italic","Elephant","Elephant-Italic",FALSE,TRUE,FALSE,NA
NA,"ELEPHNT.afm.gz","C:\Windows\Fonts\ELEPHNT.TTF","Elephant","Elephant","Elephant-Regular",FALSE,FALSE,FALSE,NA
NA,"ENGR.afm.gz","C:\Windows\Fonts\ENGR.TTF","Engravers MT","Engravers MT","EngraversMT",FALSE,FALSE,FALSE,NA
NA,"ERASBD.afm.gz","C:\Windows\Fonts\ERASBD.TTF","Eras Bold ITC","Eras Bold ITC","ErasITC-Bold",FALSE,FALSE,FALSE,NA
NA,"ERASDEMI.afm.gz","C:\Windows\Fonts\ERASDEMI.TTF","Eras Demi ITC","Eras Demi ITC","ErasITC-Demi",FALSE,FALSE,FALSE,NA
NA,"ERASLGHT.afm.gz","C:\Windows\Fonts\ERASLGHT.TTF","Eras Light ITC","Eras Light ITC","ErasITC-Light",FALSE,FALSE,FALSE,NA
NA,"ERASMD.afm.gz","C:\Windows\Fonts\ERASMD.TTF","Eras Medium ITC","Eras Medium ITC","ErasITC-Medium",FALSE,FALSE,FALSE,NA
NA,"FELIXTI.afm.gz","C:\Windows\Fonts\FELIXTI.TTF","Felix Titling","Felix Titling","FelixTitlingMT",FALSE,FALSE,FALSE,NA
NA,"FTLTLT.afm.gz","C:\Windows\Fonts\FTLTLT.TTF","Footlight MT Light","Footlight MT Light","FootlightMTLight",FALSE,FALSE,FALSE,NA
NA,"FORTE.afm.gz","C:\Windows\Fonts\FORTE.TTF","Forte","Forte","ForteMT",FALSE,FALSE,FALSE,NA
NA,"FRABK.afm.gz","C:\Windows\Fonts\FRABK.TTF","Franklin Gothic Book","Franklin Gothic Book","FranklinGothic-Book",FALSE,FALSE,FALSE,NA
NA,"FRABKIT.afm.gz","C:\Windows\Fonts\FRABKIT.TTF","Franklin Gothic Book Italic","Franklin Gothic Book","FranklinGothic-BookItalic",FALSE,TRUE,FALSE,NA
NA,"FRADM.afm.gz","C:\Windows\Fonts\FRADM.TTF","Franklin Gothic Demi","Franklin Gothic Demi","FranklinGothic-Demi",FALSE,FALSE,FALSE,NA
NA,"FRADMCN.afm.gz","C:\Windows\Fonts\FRADMCN.TTF","Franklin Gothic Demi Cond","Franklin Gothic Demi Cond","FranklinGothic-DemiCond",FALSE,FALSE,FALSE,NA
NA,"FRADMIT.afm.gz","C:\Windows\Fonts\FRADMIT.TTF","Franklin Gothic Demi Italic","Franklin Gothic Demi","FranklinGothic-DemiItalic",FALSE,TRUE,FALSE,NA
NA,"FRAHV.afm.gz","C:\Windows\Fonts\FRAHV.TTF","Franklin Gothic Heavy","Franklin Gothic Heavy","FranklinGothic-Heavy",FALSE,FALSE,FALSE,NA
NA,"FRAHVIT.afm.gz","C:\Windows\Fonts\FRAHVIT.TTF","Franklin Gothic Heavy Italic","Franklin Gothic Heavy","FranklinGothic-HeavyItalic",FALSE,TRUE,FALSE,NA
NA,"framd.afm.gz","C:\Windows\Fonts\framd.ttf","Franklin Gothic Medium","Franklin Gothic Medium","FranklinGothic-Medium",FALSE,FALSE,FALSE,NA
NA,"FRAMDCN.afm.gz","C:\Windows\Fonts\FRAMDCN.TTF","Franklin Gothic Medium Cond","Franklin Gothic Medium Cond","FranklinGothic-MediumCond",FALSE,FALSE,FALSE,NA
NA,"framdit.afm.gz","C:\Windows\Fonts\framdit.ttf","Franklin Gothic Medium Italic","Franklin Gothic Medium","FranklinGothic-MediumItalic",FALSE,TRUE,FALSE,NA
NA,"frank.afm.gz","C:\Windows\Fonts\frank.ttf","FrankRuehl","FrankRuehl","FrankRuehl",FALSE,FALSE,FALSE,NA
NA,"FREESCPT.afm.gz","C:\Windows\Fonts\FREESCPT.TTF","Freestyle Script","Freestyle Script","FreestyleScript-Regular",FALSE,FALSE,FALSE,NA
NA,"FRSCRIPT.afm.gz","C:\Windows\Fonts\FRSCRIPT.TTF","French Script MT","French Script MT","FrenchScriptMT",FALSE,FALSE,FALSE,NA
NA,"Gabriola.afm.gz","C:\Windows\Fonts\Gabriola.ttf","Gabriola","Gabriola","Gabriola",FALSE,FALSE,FALSE,NA
NA,"gadugi.afm.gz","C:\Windows\Fonts\gadugi.ttf","Gadugi","Gadugi","Gadugi",FALSE,FALSE,FALSE,NA
NA,"gadugib.afm.gz","C:\Windows\Fonts\gadugib.ttf","Gadugi Bold","Gadugi","Gadugi-Bold",TRUE,FALSE,FALSE,NA
NA,"GARA.afm.gz","C:\Windows\Fonts\GARA.TTF","Garamond","Garamond","Garamond",FALSE,FALSE,FALSE,NA
NA,"GARABD.afm.gz","C:\Windows\Fonts\GARABD.TTF","Garamond Bold","Garamond","Garamond-Bold",TRUE,FALSE,FALSE,NA
NA,"GARAIT.afm.gz","C:\Windows\Fonts\GARAIT.TTF","Garamond Italic","Garamond","Garamond-Italic",FALSE,TRUE,FALSE,NA
NA,"georgia.afm.gz","C:\Windows\Fonts\georgia.ttf","Georgia","Georgia","Georgia",FALSE,FALSE,FALSE,NA
NA,"georgiab.afm.gz","C:\Windows\Fonts\georgiab.ttf","Georgia Bold","Georgia","Georgia-Bold",TRUE,FALSE,FALSE,NA
NA,"georgiaz.afm.gz","C:\Windows\Fonts\georgiaz.ttf","Georgia Bold Italic","Georgia","Georgia-BoldItalic",TRUE,TRUE,FALSE,NA
NA,"georgiai.afm.gz","C:\Windows\Fonts\georgiai.ttf","Georgia Italic","Georgia","Georgia-Italic",FALSE,TRUE,FALSE,NA
NA,"GIGI.afm.gz","C:\Windows\Fonts\GIGI.TTF","Gigi","Gigi","Gigi-Regular",FALSE,FALSE,FALSE,NA
NA,"GILSANUB.afm.gz","C:\Windows\Fonts\GILSANUB.TTF","Gill Sans Ultra Bold","Gill Sans Ultra Bold","GillSans-UltraBold",FALSE,FALSE,FALSE,NA
NA,"GILLUBCD.afm.gz","C:\Windows\Fonts\GILLUBCD.TTF","Gill Sans Ultra Bold Condensed","Gill Sans Ultra Bold Condensed","GillSans-UltraBoldCondensed",FALSE,FALSE,FALSE,NA
NA,"GIL_____.afm.gz","C:\Windows\Fonts\GIL_____.TTF","Gill Sans MT","Gill Sans MT","GillSansMT",FALSE,FALSE,FALSE,NA
NA,"GILB____.afm.gz","C:\Windows\Fonts\GILB____.TTF","Gill Sans MT Bold","Gill Sans MT","GillSansMT-Bold",TRUE,FALSE,FALSE,NA
NA,"GILBI___.afm.gz","C:\Windows\Fonts\GILBI___.TTF","Gill Sans MT Bold Italic","Gill Sans MT","GillSansMT-BoldItalic",TRUE,TRUE,FALSE,NA
NA,"GILC____.afm.gz","C:\Windows\Fonts\GILC____.TTF","Gill Sans MT Condensed","Gill Sans MT Condensed","GillSansMT-Condensed",FALSE,FALSE,FALSE,NA
NA,"GLSNECB.afm.gz","C:\Windows\Fonts\GLSNECB.TTF","Gill Sans MT Ext Condensed Bold","Gill Sans MT Ext Condensed Bold","GillSansMT-ExtraCondensedBold",FALSE,FALSE,FALSE,NA
NA,"GILI____.afm.gz","C:\Windows\Fonts\GILI____.TTF","Gill Sans MT Italic","Gill Sans MT","GillSansMT-Italic",FALSE,TRUE,FALSE,NA
NA,"gisha.afm.gz","C:\Windows\Fonts\gisha.ttf","Gisha","Gisha","Gisha",FALSE,FALSE,FALSE,NA
NA,"gishabd.afm.gz","C:\Windows\Fonts\gishabd.ttf","Gisha Bold","Gisha","Gisha-Bold",TRUE,FALSE,FALSE,NA
NA,"GLECB.afm.gz","C:\Windows\Fonts\GLECB.TTF","Gloucester MT Extra Condensed","Gloucester MT Extra Condensed","GloucesterMT-ExtraCondensed",FALSE,FALSE,FALSE,NA
NA,"GOUDOSB.afm.gz","C:\Windows\Fonts\GOUDOSB.TTF","Goudy Old Style Bold","Goudy Old Style","GoudyOldStyleT-Bold",TRUE,FALSE,FALSE,NA
NA,"GOUDOSI.afm.gz","C:\Windows\Fonts\GOUDOSI.TTF","Goudy Old Style Italic","Goudy Old Style","GoudyOldStyleT-Italic",FALSE,TRUE,FALSE,NA
NA,"GOUDOS.afm.gz","C:\Windows\Fonts\GOUDOS.TTF","Goudy Old Style","Goudy Old Style","GoudyOldStyleT-Regular",FALSE,FALSE,FALSE,NA
NA,"GOUDYSTO.afm.gz","C:\Windows\Fonts\GOUDYSTO.TTF","Goudy Stout","Goudy Stout","GoudyStout",FALSE,FALSE,FALSE,NA
NA,"GAHROM.afm.gz","C:\Windows\Fonts\GAHROM.TTF","Guttman Aharoni","Guttman Aharoni","GuttmanAharoni",FALSE,FALSE,FALSE,NA
NA,"AHROB.afm.gz","C:\Windows\Fonts\AHROB.TTF","Guttman-Aharoni Bold","Guttman-Aharoni","GuttmanAharoni-Bold",TRUE,FALSE,FALSE,NA
NA,"ARAM.afm.gz","C:\Windows\Fonts\ARAM.TTF","Guttman-Aram","Guttman-Aram","GuttmanAram-Normal",FALSE,FALSE,FALSE,NA
NA,"MIRFX.afm.gz","C:\Windows\Fonts\MIRFX.TTF","Guttman-CourMir","Guttman-CourMir","GuttmanCourMirNormal",FALSE,FALSE,FALSE,NA
NA,"DROGB.afm.gz","C:\Windows\Fonts\DROGB.TTF","Guttman Drogolin Bold","Guttman Drogolin","GuttmanDrogolin-Bold",TRUE,FALSE,FALSE,NA
NA,"DROGM.afm.gz","C:\Windows\Fonts\DROGM.TTF","Guttman Drogolin","Guttman Drogolin","GuttmanDrogolin-Normal",FALSE,FALSE,FALSE,NA
NA,"GFRANK.afm.gz","C:\Windows\Fonts\GFRANK.TTF","Guttman Frank","Guttman Frank","GuttmanFrank",FALSE,FALSE,FALSE,NA
NA,"FRANKB.afm.gz","C:\Windows\Fonts\FRANKB.TTF","Guttman Frank Bold","Guttman Frank","GuttmanFrank-Bold",TRUE,FALSE,FALSE,NA
NA,"FRNEW.afm.gz","C:\Windows\Fonts\FRNEW.TTF","Guttman Frnew","Guttman Frnew","GuttmanFrnew-Normal",FALSE,FALSE,FALSE,NA
NA,"GHAIM.afm.gz","C:\Windows\Fonts\GHAIM.TTF","Guttman Haim","Guttman Haim","GuttmanHaim",FALSE,FALSE,FALSE,NA
NA,"GHAIMC.afm.gz","C:\Windows\Fonts\GHAIMC.TTF","Guttman Haim-Condensed","Guttman Haim-Condensed","GuttmanHaim-Condensed",FALSE,FALSE,FALSE,NA
NA,"TZVIM.afm.gz","C:\Windows\Fonts\TZVIM.TTF","Guttman Hatzvi","Guttman Hatzvi","GuttmanHatzvi",FALSE,FALSE,FALSE,NA
NA,"TZVIB.afm.gz","C:\Windows\Fonts\TZVIB.TTF","Guttman Hatzvi Bold","Guttman Hatzvi","GuttmanHatzvi-Bold",TRUE,FALSE,FALSE,NA
NA,"GKAVMED.afm.gz","C:\Windows\Fonts\GKAVMED.TTF","Guttman Kav","Guttman Kav","GuttmanKav",FALSE,FALSE,FALSE,NA
NA,"GKAVBLD.afm.gz","C:\Windows\Fonts\GKAVBLD.TTF","Guttman Kav Bold","Guttman Kav","GuttmanKav-Bold",TRUE,FALSE,FALSE,NA
NA,"GKAVLIT.afm.gz","C:\Windows\Fonts\GKAVLIT.TTF","Guttman Kav-Light","Guttman Kav-Light","GuttmanKav-Light",FALSE,FALSE,FALSE,NA
NA,"LOGO1.afm.gz","C:\Windows\Fonts\LOGO1.TTF","Guttman Logo1","Guttman Logo1","GuttmanLogo1",FALSE,FALSE,FALSE,NA
NA,"MANTM.afm.gz","C:\Windows\Fonts\MANTM.TTF","Guttman Mantova","Guttman Mantova","GuttmanMantova",FALSE,FALSE,FALSE,NA
NA,"MANTB.afm.gz","C:\Windows\Fonts\MANTB.TTF","Guttman Mantova Bold","Guttman Mantova","GuttmanMantovaBold",TRUE,FALSE,FALSE,NA
NA,"MANTDEC.afm.gz","C:\Windows\Fonts\MANTDEC.TTF","Guttman Mantova-Decor","Guttman Mantova-Decor","GuttmanMantovaDecor",FALSE,FALSE,FALSE,NA
NA,"MIRB.afm.gz","C:\Windows\Fonts\MIRB.TTF","Guttman Miryam Bold","Guttman Miryam","GuttmanMiryam-Bold",TRUE,FALSE,FALSE,NA
NA,"MIRL.afm.gz","C:\Windows\Fonts\MIRL.TTF","Guttman Miryam Light","Guttman Miryam","GuttmanMiryamLight",FALSE,FALSE,FALSE,NA
NA,"GMYAMFIX.afm.gz","C:\Windows\Fonts\GMYAMFIX.TTF","Guttman Myamfix","Guttman Myamfix","GuttmanMyamfix",FALSE,FALSE,FALSE,NA
NA,"RASHIB.afm.gz","C:\Windows\Fonts\RASHIB.TTF","Guttman Rashi Bold","Guttman Rashi","GuttmanRashi-Bold",TRUE,FALSE,FALSE,NA
NA,"RASHI.afm.gz","C:\Windows\Fonts\RASHI.TTF","Guttman Rashi","Guttman Rashi","GuttmanRashiNormal",FALSE,FALSE,FALSE,NA
NA,"RASHIXB.afm.gz","C:\Windows\Fonts\RASHIXB.TTF","Guttman Rashi XBold","Guttman Rashi","GuttmanRashiXBold",TRUE,FALSE,FALSE,NA
NA,"STAM1.afm.gz","C:\Windows\Fonts\STAM1.TTF","Guttman Stam1","Guttman Stam1","GuttmanStam1Normal",FALSE,FALSE,FALSE,NA
NA,"STAM.afm.gz","C:\Windows\Fonts\STAM.TTF","Guttman Stam","Guttman Stam","GuttmanStamNormal",FALSE,FALSE,FALSE,NA
NA,"VILNA.afm.gz","C:\Windows\Fonts\VILNA.TTF","Guttman Vilna","Guttman Vilna","GuttmanVilna",FALSE,FALSE,FALSE,NA
NA,"VILNAB.afm.gz","C:\Windows\Fonts\VILNAB.TTF","Guttman Vilna Bold","Guttman Vilna","GuttmanVilna-Bold",TRUE,FALSE,FALSE,NA
NA,"GYADL.afm.gz","C:\Windows\Fonts\GYADL.TTF","Guttman Yad","Guttman Yad","GuttmanYad",FALSE,FALSE,FALSE,NA
NA,"GYADBR.afm.gz","C:\Windows\Fonts\GYADBR.TTF","Guttman Yad-Brush","Guttman Yad-Brush","GuttmanYad-Brush",FALSE,FALSE,FALSE,NA
NA,"GYADXL.afm.gz","C:\Windows\Fonts\GYADXL.TTF","Guttman Yad-Light","Guttman Yad-Light","GuttmanYadLight",FALSE,FALSE,FALSE,NA
NA,"HATTEN.afm.gz","C:\Windows\Fonts\HATTEN.TTF","Haettenschweiler","Haettenschweiler","Haettenschweiler",FALSE,FALSE,FALSE,NA
NA,"HARLOWSI.afm.gz","C:\Windows\Fonts\HARLOWSI.TTF","Harlow Solid Italic","Harlow Solid Italic","HarlowSolid",FALSE,TRUE,FALSE,NA
NA,"HARNGTON.afm.gz","C:\Windows\Fonts\HARNGTON.TTF","Harrington","Harrington","Harrington",FALSE,FALSE,FALSE,NA
NA,"HTOWERTI.afm.gz","C:\Windows\Fonts\HTOWERTI.TTF","High Tower Text Italic","High Tower Text","HighTowerText-Italic",FALSE,TRUE,FALSE,NA
NA,"HTOWERT.afm.gz","C:\Windows\Fonts\HTOWERT.TTF","High Tower Text","High Tower Text","HighTowerText-Reg",FALSE,FALSE,FALSE,NA
NA,"holomdl2.afm.gz","C:\Windows\Fonts\holomdl2.ttf","HoloLens MDL2 Assets","HoloLens MDL2 Assets","HoloLensMDL2Assets",FALSE,FALSE,FALSE,NA
NA,"impact.afm.gz","C:\Windows\Fonts\impact.ttf","Impact","Impact","Impact",FALSE,FALSE,FALSE,NA
NA,"IMPRISHA.afm.gz","C:\Windows\Fonts\IMPRISHA.TTF","Imprint MT Shadow","Imprint MT Shadow","ImprintMT-Shadow",FALSE,FALSE,FALSE,NA
NA,"INFROMAN.afm.gz","C:\Windows\Fonts\INFROMAN.TTF","Informal Roman","Informal Roman","InformalRoman-Regular",FALSE,FALSE,FALSE,NA
NA,"Inkfree.afm.gz","C:\Windows\Fonts\Inkfree.ttf","Ink Free","Ink Free","InkFree",FALSE,FALSE,FALSE,NA
NA,"javatext.afm.gz","C:\Windows\Fonts\javatext.ttf","Javanese Text","Javanese Text","JavaneseText",FALSE,FALSE,FALSE,NA
NA,"JOKERMAN.afm.gz","C:\Windows\Fonts\JOKERMAN.TTF","Jokerman","Jokerman","Jokerman-Regular",FALSE,FALSE,FALSE,NA
NA,"JUICE___.afm.gz","C:\Windows\Fonts\JUICE___.TTF","Juice ITC","Juice ITC","JuiceITC-Regular",FALSE,FALSE,FALSE,NA
NA,"ITCKRIST.afm.gz","C:\Windows\Fonts\ITCKRIST.TTF","Kristen ITC","Kristen ITC","KristenITC-Regular",FALSE,FALSE,FALSE,NA
NA,"KUNSTLER.afm.gz","C:\Windows\Fonts\KUNSTLER.TTF","Kunstler Script","Kunstler Script","KunstlerScript",FALSE,FALSE,FALSE,NA
NA,"LATINWD.afm.gz","C:\Windows\Fonts\LATINWD.TTF","Wide Latin","Wide Latin","LatinWide",FALSE,FALSE,FALSE,NA
NA,"LEELAWAD.afm.gz","C:\Windows\Fonts\LEELAWAD.TTF","Leelawadee","Leelawadee","Leelawadee",FALSE,FALSE,FALSE,NA
NA,"LEELAWDB.afm.gz","C:\Windows\Fonts\LEELAWDB.TTF","Leelawadee Bold","Leelawadee","Leelawadee-Bold",TRUE,FALSE,FALSE,NA
NA,"LeelawUI.afm.gz","C:\Windows\Fonts\LeelawUI.ttf","Leelawadee UI","Leelawadee UI","LeelawadeeUI",FALSE,FALSE,FALSE,NA
NA,"LeelaUIb.afm.gz","C:\Windows\Fonts\LeelaUIb.ttf","Leelawadee UI Bold","Leelawadee UI","LeelawadeeUI-Bold",TRUE,FALSE,FALSE,NA
NA,"LeelUIsl.afm.gz","C:\Windows\Fonts\LeelUIsl.ttf","Leelawadee UI Semilight","Leelawadee UI Semilight","LeelawadeeUI-Semilight",FALSE,FALSE,FALSE,NA
NA,"lvnm.afm.gz","C:\Windows\Fonts\lvnm.ttf","Levenim MT","Levenim MT","LevenimMT",FALSE,FALSE,FALSE,NA
NA,"lvnmbd.afm.gz","C:\Windows\Fonts\lvnmbd.ttf","Levenim MT Bold","Levenim MT","LevenimMT-Bold",TRUE,FALSE,FALSE,NA
NA,"LBRITE.afm.gz","C:\Windows\Fonts\LBRITE.TTF","Lucida Bright","Lucida Bright","LucidaBright",FALSE,FALSE,FALSE,NA
NA,"LBRITED.afm.gz","C:\Windows\Fonts\LBRITED.TTF","Lucida Bright Demibold","Lucida Bright","LucidaBright-Demi",FALSE,FALSE,FALSE,NA
NA,"LBRITEDI.afm.gz","C:\Windows\Fonts\LBRITEDI.TTF","Lucida Bright Demibold Italic","Lucida Bright","LucidaBright-DemiItalic",FALSE,TRUE,FALSE,NA
NA,"LBRITEI.afm.gz","C:\Windows\Fonts\LBRITEI.TTF","Lucida Bright Italic","Lucida Bright","LucidaBright-Italic",FALSE,TRUE,FALSE,NA
NA,"LCALLIG.afm.gz","C:\Windows\Fonts\LCALLIG.TTF","Lucida Calligraphy Italic","Lucida Calligraphy","LucidaCalligraphy-Italic",FALSE,TRUE,FALSE,NA
NA,"lucon.afm.gz","C:\Windows\Fonts\lucon.ttf","Lucida Console","Lucida Console","LucidaConsole",FALSE,FALSE,FALSE,NA
NA,"LFAX.afm.gz","C:\Windows\Fonts\LFAX.TTF","Lucida Fax Regular","Lucida Fax","LucidaFax",FALSE,FALSE,FALSE,NA
NA,"LFAXD.afm.gz","C:\Windows\Fonts\LFAXD.TTF","Lucida Fax Demibold","Lucida Fax","LucidaFax-Demi",FALSE,FALSE,FALSE,NA
NA,"LFAXDI.afm.gz","C:\Windows\Fonts\LFAXDI.TTF","Lucida Fax Demibold Italic","Lucida Fax","LucidaFax-DemiItalic",FALSE,TRUE,FALSE,NA
NA,"LFAXI.afm.gz","C:\Windows\Fonts\LFAXI.TTF","Lucida Fax Italic","Lucida Fax","LucidaFax-Italic",FALSE,TRUE,FALSE,NA
